HOMD.org Taxon Data::Site/Status Filter Applied Date: 2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMT_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Status,Body_site,Warning,Type_strain,16S_rRNA,Clone_count,Clone_%,Clone_rank,Synonyms,NCBI_taxon_id,NCBI_pubmed_count,NCBI_nucleotide_count,NCBI_protein_count,Genome_ID,General_info,Cultivability,Phenotypic_characteristics,Prevalence,Disease,References
609,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flava,Named,Oral,0,,AJ239301,,,,Phylum: Proteobacteria,34026,18,138,16,,,,,,,
610,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flavescens,Named,Oral,0,,AJ239280,,,,Phylum: Proteobacteria,484,35,475,9369,SEQF1195.1 | SEQF1790.1 | SEQF3993.1 | SEQF3994.1 | SEQF3995.1 | SEQF3996.1 | SEQF3997.1 | SEQF3998.1 | SEQF3999.1 | SEQF4000.1 | SEQF4001.1,,,,,,
612,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fluorescens,Named,Unassigned,0,,Z76662,,,,Bacillus fluorescens | Bacterium fluorescen | Bacterium fluorescens | Liquidomonas fluorescens | Phylum: Proteobacteria,294,4559,15278,216301,SEQF1300.1 | SEQF1301.1 | SEQF1302.1 | SEQF2169.1 | SEQF2196.1 | SEQF2332.2 | SEQF2381.2 | SEQF3763.1 | SEQF3764.1 | SEQF3765.1 | SEQF3766.1 | SEQF3767.1 | SEQF3768.1 | SEQF3769.1 | SEQF3770.1 | SEQF3771.1 | SEQF3772.1 | SEQF3773.1 | SEQF3774.1 | SEQF3775.1 | SEQF3776.1 | SEQF3777.1 | SEQF3778.1 | SEQF3779.1 | SEQF3780.1 | SEQF3781.3 | SEQF3782.1 | SEQF3783.1 | SEQF3784.1 | SEQF3785.1 | SEQF3786.1 | SEQF3787.1 | SEQF3788.1 | SEQF3789.1 | SEQF3790.2 | SEQF3791.1 | SEQF3792.1 | SEQF3793.1 | SEQF3794.3 | SEQF3795.1 | SEQF3796.1 | SEQF3797.1 | SEQF3798.1 | SEQF3799.1 | SEQF3800.1 | SEQF3801.1 | SEQF3802.1 | SEQF3803.1 | SEQF3804.1,,,,,,
613,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,forsythia,Named,Oral,0,,L16495,,,,Bacteroides forsythus | Phylum: Bacteroidetes | Tannerella forsythensis,28112,511,188,8955,SEQF1072.1 | SEQF2738.1 | SEQF6630.1 | SEQF6631.1 | SEQF6632.1 | SEQF6633.1 | SEQF6634.1 | SEQF6635.1 | SEQF6636.1 | SEQF6637.1 | SEQF6638.1,,,,,,
614,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,fusiformis,Named,Unassigned,0,,M77486,,,,Aerobacillus fusiformis | Bacillus sphaericus | Phylum: Firmicutes,28031,36,1096,23807,SEQF1920.1 | SEQF2422.2 | SEQF7240.3 | SEQF7241.1 | SEQF7242.1 | SEQF7243.1 | SEQF7244.1 | SEQF7245.1 | SEQF7246.1 | SEQF7247.1 | SEQF7248.1 | SEQF7249.1 | SEQF7250.1 | SEQF7251.1 | SEQF7252.1 | SEQF7253.1 | SEQF7254.1 | SEQF7255.1 | SEQF7256.1 | SEQF7257.1 | SEQF7258.1 | SEQF7259.1 | SEQF7260.1 | SEQF7261.1 | SEQF7262.1 | SEQF7263.1 | SEQF7264.1 | SEQF7265.1 | SEQF7266.1 | SEQF7267.1 | SEQF7268.1 | SEQF7269.1 | SEQF7270.1,<I>Bacillus fusiformis</I> was renamed to <I>Lysinibacillus fusiformis</I> in 2007. (<a target='_blank' href='http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63867-0'>http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63867-0</a>),,,,,
615,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,gasseri,Named,Oral,0,,M58820,,,,Phylum: Firmicutes,1596,335,1424,29082,SEQF1255.1 | SEQF1767.1 | SEQF1768.1 | SEQF1769.1 | SEQF2497.1 | SEQF2557.2 | SEQF2558.2 | SEQF4548.1 | SEQF4549.1 | SEQF4550.1 | SEQF4551.1 | SEQF4552.1 | SEQF4553.1 | SEQF4554.1 | SEQF4555.1 | SEQF4556.1 | SEQF4557.1 | SEQF4558.1 | SEQF4559.1 | SEQF4560.1 | SEQF4561.1 | SEQF4562.1 | SEQF4563.1 | SEQF4564.1 | SEQF4565.1 | SEQF4566.1 | SEQF4567.1 | SEQF4568.1 | SEQF4569.1 | SEQF4570.1 | SEQF4571.1 | SEQF4572.1 | SEQF4573.1 | SEQF4574.2 | SEQF4575.1 | SEQF4576.1 | SEQF4577.2 | SEQF4578.1 | SEQF4579.1 | SEQF4580.2 | SEQF4581.1 | SEQF4582.1 | SEQF4583.1 | SEQF4584.1 | SEQF4585.1 | SEQF4586.1 | SEQF4587.1 | SEQF4588.1 | SEQF4589.1 | SEQF4590.1 | SEQF4591.1,,,,,,
616,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,genitalium,Named,Unassigned,0,,X77334,,,,Phylum: Tenericutes,2097,862,1149,7750,SEQF1267.1 | SEQF2375.1 | SEQF2376.1 | SEQF2377.1 | SEQF2378.1 | SEQF2779.1,,,,,,
617,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,georgiae,Named,Oral,0,,X80413,,,,Actinomyces georgiae | Phylum: Actinobacteria,52768,7,674,6144,SEQF1902.1 | SEQF2574.1 | SEQF9971.1,,,,,,
618,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,gerencseriae,Named,Oral,0,,X80414,,,,Actinomyces israelii | Phylum: Actinobacteria,52769,28,109,2285,SEQF2575.1,,,,,,
619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis,Named,Oral,0,,X73964,,,,Bacteroides gingivalis | Phylum: Bacteroidetes,837,5704,8339,53714,SEQF1064.1 | SEQF1538.1 | SEQF1975.1 | SEQF2355.1 | SEQF2356.1 | SEQF2366.1 | SEQF2392.1 | SEQF2447.1 | SEQF2457.1 | SEQF2458.1 | SEQF2507.1 | SEQF2616.1 | SEQF2740.1 | SEQF2741.1 | SEQF2742.1 | SEQF2743.1 | SEQF2797.1 | SEQF2798.1 | SEQF2799.1 | SEQF3182.1 | SEQF3183.1 | SEQF3184.1 | SEQF3185.1 | SEQF3186.1 | SEQF3187.1 | SEQF3188.1 | SEQF3189.1 | SEQF3190.1 | SEQF3191.1 | SEQF3192.1 | SEQF3193.1 | SEQF3194.1 | SEQF3195.1 | SEQF3196.1 | SEQF3197.1 | SEQF3198.1 | SEQF3199.1 | SEQF3200.1 | SEQF3201.1 | SEQF3202.1 | SEQF3203.1 | SEQF3204.1 | SEQF3205.1 | SEQF3206.1 | SEQF3207.1 | SEQF3208.1 | SEQF3209.1 | SEQF3210.1 | SEQF3211.1 | SEQF3212.1 | SEQF3213.1 | SEQF3214.1 | SEQF3215.1 | SEQF3216.1 | SEQF3217.1 | SEQF3218.1 | SEQF3219.1 | SEQF3220.1 | SEQF3221.1 | SEQF3222.1 | SEQF3223.1 | SEQF3224.1 | SEQF3225.1 | SEQF3226.1 | SEQF5292.1 | SEQF5293.1 | SEQF5294.1 | SEQF5295.1 | SEQF5296.1 | SEQF5297.1 | SEQF5298.1 | SEQF5299.1 | SEQF5300.1 | SEQF5301.1 | SEQF5302.1 | SEQF5303.1 | SEQF5304.1 | SEQF5305.1 | SEQF5306.1 | SEQF5307.1 | SEQF5308.1 | SEQF5309.1 | SEQF5310.1 | SEQF5311.1,,,,,,
621,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,gonorrhoeae,Named,Unassigned,0,,X07714,,,,Diplococcus gonorrhoeae | Gonococcus neisseri | Merismopedia gonorrhoeae | Micrococcus der gonorrhoe | Micrococcus gonococcus | Micrococcus gonorrhoeae | Phylum: Proteobacteria,485,10913,23571,57815,SEQF1109.1 | SEQF1272.1 | SEQF1794.1 | SEQF4886.1 | SEQF4887.1 | SEQF4888.2 | SEQF4889.1 | SEQF4890.1 | SEQF4891.2 | SEQF4892.1 | SEQF4893.1 | SEQF4894.2 | SEQF4895.1 | SEQF4896.2 | SEQF4897.1 | SEQF4898.1 | SEQF4899.1 | SEQF4900.1 | SEQF4901.1 | SEQF4902.1 | SEQF4903.1 | SEQF4904.1 | SEQF4905.1 | SEQF4906.1 | SEQF4907.1 | SEQF4908.1 | SEQF4909.1 | SEQF4910.2 | SEQF4911.2 | SEQF4912.1 | SEQF4913.2 | SEQF4914.1 | SEQF4915.2 | SEQF4916.2 | SEQF4917.1 | SEQF4918.1 | SEQF4919.1 | SEQF4920.1 | SEQF4921.1 | SEQF4922.1 | SEQF4923.2 | SEQF4924.1 | SEQF4925.1 | SEQF4926.1 | SEQF4927.1 | SEQF4928.1 | SEQF4929.1 | SEQF4930.2 | SEQF4931.1 | SEQF4932.1 | SEQF4933.2 | SEQF4934.1,,,,,,
622,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gordonii,Named,Oral,0,ATCC 10558 | NCTC7865,AF003931,,,,Phylum: Firmicutes,1302,729,956,6716,SEQF1066.1 | SEQF9573.1 | SEQF9574.1 | SEQF9575.1 | SEQF9576.1 | SEQF9577.1 | SEQF9578.1 | SEQF9579.1 | SEQF9580.1 | SEQF9581.1 | SEQF9582.1 | SEQF9583.2 | SEQF9584.2 | SEQF9585.1 | SEQF9586.1 | SEQF9587.1 | SEQF9588.1 | SEQF9589.1 | SEQF9590.1 | SEQF9591.1 | SEQF9592.1 | SEQF9593.1 | SEQF9594.1 | SEQF9595.1 | SEQF9596.1 | SEQF9597.1 | SEQF9598.1 | SEQF9599.1 | SEQF9600.1 | SEQF9601.1 | SEQF9602.1 | SEQF9603.1 | SEQF9604.1 | SEQF9605.1 | SEQF9606.1 | SEQF9607.1 | SEQF9608.1 | SEQF9609.1 | SEQF9610.1 | SEQF9611.1 | SEQF9612.1 | SEQF9613.1 | SEQF9614.1 | SEQF9615.1 | SEQF9616.1 | SEQF9617.1 | SEQF9618.1 | SEQF9619.1 | SEQF9620.1 | SEQF9621.1 | SEQF9622.1 | SEQF9623.1 | SEQF9624.1 | SEQF9625.1 | SEQF9626.1 | SEQF9627.1 | SEQF9628.1 | SEQF9629.1 | SEQF9630.1 | SEQF9631.2 | SEQF9632.1 | SEQF9633.1 | SEQF9634.1 | SEQF9635.1 | SEQF9636.1 | SEQF9637.1 | SEQF9638.1 | SEQF9639.1 | SEQF9640.1 | SEQF9641.1 | SEQF9642.1 | SEQF9643.1 | SEQF9644.1 | SEQF9645.1 | SEQF9646.1 | SEQF9647.1 | SEQF9648.1 | SEQF9649.1 | SEQF9650.1 | SEQF9651.1 | SEQF9652.1 | SEQF9653.1 | SEQF9654.1 | SEQF9655.1 | SEQF9656.1 | SEQF9657.1 | SEQF9658.1 | SEQF9659.1,Viridans type of streptococci has had taxonomic revisions.  Previously designated as strains of <EM>Streptococcus sanguis subsp. sanguis</EM> [14].  Suggested that strain NCTC 3165 a strain of<EM> Streptococcus mitis</EM> be included [4].,Alpha-hemolytic colonies (0.7- 1.2 mm diameter) on blood agar and extensive greening on chocolate agar.,Facultatively anaerobic Gram positive cocci approximately 1 um in diameter that grow in short chains in broth cultures.   Carbohydrates are femented primarily to lactic acid and no gas. Catalase negative.  Cell wall contains glycerol teichoic acid and rhamnose. Peptidoglycan type is Lys-Ala<SUB>1-3</SUB>S. gordonii is similar to S. sanguis (sanguinis) but can be differentiated based on the following; DNA homology lower G+C content of the DNA (42  vs 46 mol%) ferments amygdalin has alkaline phosphatase and B-glucosaminidase activities lacks IgA1 protease activity multilocus enzyme analysis [4].3 biovars of S. gordonii differ biochemically and serologically but all biovars possess the group H antigen [4],Commonly found in the human oral cavity and throat.  Has been isolated from blood and heart valves of patients with bacterial endocarditis.  May be found occasionally in human feces,Generally associated with healthy oral microflora but has been associated with intact enamel in children with primary caries surfaces [2].  May play a role in caries production [3].Has also been associated with infective endocarditis and recurrent aphthous ulcerations,
623,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,gracilis,Named,Oral,0,,L04320,,,,Bacteroides gracilis | Phylum: Proteobacteria,824,42,455,5696,SEQF9965.1 | SEQF9966.1 | SEQF9967.1 | SEQF2434.1,In 1981 four species were recognized as comprising what had previously been called Bacteroides corrodens [5].  one of these organisms was called <EM>Bacteroides gracilis </EM>but based upon 16S rRNA analysis the organism was transferred to the genus Campylobacter [2].,<EM>Campylobacter gracilis</EM> is microaerophilic but is stimulated on media containing formate and fumerate.,Gram-negative straight rods.  0.4 um by 4-6 um with both tapered and rounded ends.  May pit or corrode agar or show twitching motility.  The mol% G + C of the DNA is 44-46%.    It does not ferment carbohydrates and produces mainly succinate from PYG.,<EM>Campylobacter gracilis </EM>is a common member of subgingival plaque.  16S rRNA cloning studies indicate that it is generally the most common oral <EM>Campylobacter</EM> species identified.,<EM>Campylobactrer gracilis</EM> is a member of Socransky's Orange Complex and is associated with periodontal disease [3].  It has been recoved from primary endodontic infections [4].  It is occasionally isolated from systemic infections [1].,
626,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,haemolysans,Named,Oral,0,,L14326,,,,Neisseria haemolysans | Phylum: Firmicutes,1379,90,769,7234,SEQF1019.1 | SEQF2070.1 | SEQF7973.1 | SEQF7974.1 | SEQF7975.1 | SEQF7976.1 | SEQF7977.1 | SEQF7978.1,,,,,,
627,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,haemolytica,Named,Oral,0,,U41349,,,,Phylum: Bacteroidetes,45243,3,8,0,SEQF7193.1 | SEQF7194.1 | SEQF2788.1,,,,,,
630,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,heparinolyticus,Named,Unassigned,0,,L16487,,,,Phylum: Bacteroidetes | Prevotella heparinolyticus,28113,4,13,1,SEQF3056.1 | SEQF7518.1 | SEQF7519.1,,,,,,
632,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,hominis,Named,Unassigned,0,,AJ002265,,,,Asterococcus hominis | Micromyces hominis | Phylum: Tenericutes | Schizoplasma hominis,2098,1523,396,2358,SEQF1722.1 | SEQF2524.1,,,,,,
633,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,hominis,Named,Oral,0,,M35014,,,,Phylum: Proteobacteria,2718,134,265,5157,SEQF1604.1 | SEQF9804.1 | SEQF9805.1 | SEQF9806.1 | SEQF9807.1 | SEQF9808.1,,,,,,
634,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,hormaechei,Named,Unassigned,0,,AJ853890,,,,CDC Enteric Group 75 | Phylum: Proteobacteria,158836,52,871,10375,SEQF8804.1 | SEQF8805.1 | SEQF8806.1 | SEQF8807.1 | SEQF8808.1 | SEQF8809.1 | SEQF8810.1 | SEQF8811.1 | SEQF8812.1 | SEQF8813.1 | SEQF8814.1 | SEQF8815.1 | SEQF8816.1 | SEQF8817.1 | SEQF8818.1 | SEQF8819.1 | SEQF8820.1 | SEQF8821.4 | SEQF8822.1 | SEQF8823.1 | SEQF8824.1 | SEQF8825.1 | SEQF8826.1 | SEQF8827.1 | SEQF8828.2 | SEQF8829.1 | SEQF8830.1 | SEQF8831.1 | SEQF8832.1 | SEQF8833.1 | SEQF8834.1 | SEQF8835.1 | SEQF8836.1 | SEQF8837.1 | SEQF8838.1 | SEQF8839.1 | SEQF8840.1 | SEQF8841.1 | SEQF8842.1 | SEQF8843.1 | SEQF8844.1 | SEQF8845.1 | SEQF8846.1 | SEQF8847.1 | SEQF8848.1 | SEQF8849.1 | SEQF8850.1 | SEQF8851.1 | SEQF8852.1 | SEQF8853.1 | SEQF1960.1,,,,,,
635,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Johnsonella,ignava,Named,Oral,0,,X87152,,,,Phylum: Firmicutes,43995,3,183,4532,SEQF1672.1,,,,,,
636,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,vestrisii,Named,Unassigned,0,CCUG 43114,U87774,,,,Phylum: Proteobacteria,151416,0,0,0,SEQF3148.1,,,,,,
638,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,Named,Oral,0,,AB008315,,,,Phylum: Firmicutes,68892,17,920,19667,SEQF1924.1 | SEQF2212.1 | SEQF2213.2 | SEQF2214.2 | SEQF2215.2 | SEQF2216.2 | SEQF2398.1 | SEQF6170.1 | SEQF6171.1 | SEQF6172.1 | SEQF6173.1 | SEQF6174.1 | SEQF6175.1 | SEQF6176.1 | SEQF6177.1 | SEQF6178.1 | SEQF6179.1 | SEQF6180.1 | SEQF6181.1 | SEQF6182.1 | SEQF6183.1 | SEQF6184.1 | SEQF6185.1,,,,,,
639,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,infelix,Named,Oral,0,,AF287802,,,,Phylum: Firmicutes,135082,6,224,4268,SEQF1673.1,,,,,,
641,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,influenzae,Named,Nasal,0,,M35019,,,,Bacterium influenzae | Coccobacillus pfeifferi | Haemophilus meningitidis | Influenza-bacillus | Mycobacterium influenzae | Phylum: Proteobacteria,727,18961,24806,98811,SEQF1111.1 | SEQF1112.1 | SEQF1223.1 | SEQF1224.1 | SEQF1226.1 | SEQF1227.1 | SEQF1228.1 | SEQF1231.1 | SEQF1232.1 | SEQF1233.1 | SEQF1234.1 | SEQF1235.1 | SEQF1236.1 | SEQF1237.1 | SEQF1238.1 | SEQF1487.1 | SEQF1758.1 | SEQF1759.1 | SEQF2050.1 | SEQF2051.1 | SEQF2052.1 | SEQF2906.1 | SEQF2965.1 | SEQF3016.1 | SEQF5327.1 | SEQF5328.1 | SEQF5329.1 | SEQF5330.1 | SEQF5331.1 | SEQF5332.1 | SEQF5333.1 | SEQF5334.1 | SEQF5335.1 | SEQF5336.1 | SEQF5337.1 | SEQF5338.1 | SEQF5339.1 | SEQF5340.1 | SEQF5341.1 | SEQF5342.1 | SEQF5343.1 | SEQF5344.1 | SEQF5345.1 | SEQF5346.1 | SEQF5347.1 | SEQF5348.1 | SEQF5349.1 | SEQF5350.1 | SEQF5351.1 | SEQF5352.1 | SEQF5353.2 | SEQF5354.1 | SEQF5355.1 | SEQF5356.1 | SEQF5357.1 | SEQF5358.1 | SEQF5359.1 | SEQF5360.1 | SEQF5361.1 | SEQF5362.1 | SEQF5363.1 | SEQF5364.1 | SEQF5365.1 | SEQF5366.1 | SEQF5367.1 | SEQF5368.1 | SEQF5369.1 | SEQF5370.1,,,,,,
642,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Scardovia,inopinata,Named,Unassigned,0,,AB029087,,,,Bifidobacterium inopinatum | Phylum: Actinobacteria,78259,7,64,2913,SEQF1654.1 | SEQF8111.1 | SEQF8112.1,,,,,,
643,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,intermedia,Named,Oral,0,ATCC 25611,L16468,,,,Bacteroides intermedius | Bacteroides melaninogenicus | Phylum: Bacteroidetes | Prevotella intermedius,28131,1567,406,8676,SEQF9972.1 | SEQF9973.1 | SEQF1065.1 | SEQF2554.1 | SEQF3521.1 | SEQF3522.1 | SEQF3523.1 | SEQF3524.1 | SEQF3525.1 | SEQF3526.1 | SEQF3527.1 | SEQF3528.1 | SEQF3529.1 | SEQF3530.1 | SEQF3531.1 | SEQF3532.1 | SEQF3533.1 | SEQF3534.1 | SEQF3535.1 | SEQF3536.1 | SEQF3537.1 | SEQF3538.1 | SEQF3539.1 | SEQF3540.1 | SEQF3541.1 | SEQF3542.1 | SEQF3543.1 | SEQF3544.1 | SEQF3545.1 | SEQF3546.1 | SEQF3547.1 | SEQF3548.1,<DIV class=HOMDtext1_1>Formerly known as <EM>Bacteroides melaninogenicus </EM>subsp. <EM>intermedius </EM>and then <EM>Bacteroides intermedius</EM>.   Phylogenetic analysis based on 16S rRNA sequence comparisons and biochemical characteristics warranted separate genus designation to the genus <EM>Prevotella</EM> i.e.<EM> Prevotella intermedia</EM> [1].</DIV>,Black pigmented colonies (0.5- 2.0 mm diameter) after anaerobic incubation for 2 days on hemin-containing agar media.  Hemin is required for growth Vitamin K is stimulatory.  Colonies fluoresce under shortwave UV.,Obligately anaerobic Gram negative short rod (0.5 by 2 um). Moderately saccaharolytic fermenting glucose and other carbohydrates to mainly to succinate and acetate. Cell walls contain meso-diaminopimelic acid but not KDO or heptose.,Primarily colonizes the gingival crevice but also found in head neck abdominal and lung infections.  Has been isolated from blood.,Although commonly detected in subgingival plaque <EM>P. intermedia</EM> has been associated with periodontal disease [2] aggressive periodontitis necrotizing ulcerative periondontis endodontic  infections [4] and facial gangrene (noma) [5].  Has also been linked to coronary artery disease [3].,
644,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius,Named,Oral,0,,AF104671,,,,Phylum: Firmicutes,1338,458,965,31194,SEQF1703.1 | SEQF1706.1 | SEQF2336.1 | SEQF2361.1 | SEQF2363.1 | SEQF2424.1 | SEQF2592.1 | SEQF2593.1 | SEQF7586.1 | SEQF7587.2 | SEQF7588.1 | SEQF7589.1 | SEQF7590.1 | SEQF7591.1 | SEQF7592.1 | SEQF7593.1 | SEQF7594.1 | SEQF7595.1 | SEQF7596.1 | SEQF7597.1 | SEQF7598.1 | SEQF7599.1 | SEQF7600.1 | SEQF7601.1 | SEQF7602.1 | SEQF7603.1 | SEQF7604.1 | SEQF7605.1 | SEQF7606.1 | SEQF7607.1 | SEQF7608.1 | SEQF7609.1 | SEQF7610.1 | SEQF7611.1 | SEQF7612.1 | SEQF7613.1 | SEQF7614.1,,,,,,
645,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,israelii,Named,Oral,0,,X82450,,,,Actinobacterium israeli | Brevistreptothrix israeli | Cohnistreptothrix israeli | Corynebacterium israeli | Discomyces israeli | Nocardia israeli | Oospora israeli | Phylum: Actinobacteria | Proactinomyces israeli | Streptothrix israeli,1659,418,244,4,SEQF2705.1,,,,,,
646,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,kingae,Named,Unassigned,0,,AY551999,,,,Moraxella kingae | Moraxella kingii | Phylum: Proteobacteria,504,301,33004,9710,SEQF2080.1 | SEQF2327.1 | SEQF6786.1 | SEQF6787.1 | SEQF6788.1 | SEQF6789.1 | SEQF6790.1 | SEQF6791.1 | SEQF6792.1 | SEQF6793.1 | SEQF6794.1 | SEQF6795.1 | SEQF6796.1 | SEQF6797.1 | SEQF6798.1 | SEQF6799.1 | SEQF6800.1 | SEQF6801.1 | SEQF6802.1 | SEQF6803.1 | SEQF6804.1 | SEQF6805.1 | SEQF6806.1 | SEQF6807.1 | SEQF6808.1 | SEQF6809.1 | SEQF6810.1 | SEQF6811.1 | SEQF6812.1 | SEQF6813.1 | SEQF6814.1 | SEQF6815.1 | SEQF6816.1 | SEQF6817.1 | SEQF6818.1 | SEQF6819.1 | SEQF6820.1 | SEQF6821.1 | SEQF6822.1 | SEQF6823.1 | SEQF6824.1 | SEQF6825.1 | SEQF6826.1 | SEQF6827.1 | SEQF6828.1 | SEQF6829.1 | SEQF6830.1 | SEQF6831.1 | SEQF6832.1 | SEQF6833.1 | SEQF6834.1,,,,,,
649,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,lactamica,Named,Oral,0,,AJ239286,,,,Neisseria lactamicus | Phylum: Proteobacteria,486,190,994,18470,SEQF1261.1 | SEQF2141.1 | SEQF2159.1 | SEQF5960.1 | SEQF5961.1 | SEQF5962.1 | SEQF5963.1 | SEQF5964.1 | SEQF5965.1 | SEQF5966.1 | SEQF5967.2 | SEQF5968.1 | SEQF5969.1 | SEQF5970.1 | SEQF5971.1 | SEQF5972.1 | SEQF5973.1 | SEQF5974.1 | SEQF5975.1 | SEQF5976.1 | SEQF5977.1 | SEQF5978.1 | SEQF5979.1 | SEQF5980.1 | SEQF5981.1 | SEQF5982.1 | SEQF5983.1 | SEQF5984.1 | SEQF5985.1 | SEQF5986.1 | SEQF5987.1 | SEQF5988.1 | SEQF5989.1 | SEQF5990.1 | SEQF5991.1 | SEQF5992.1 | SEQF5993.1,,,,,,
652,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,telluris,Unnamed,Unassigned,0,,U87769,,,,Phylum: Proteobacteria,644215,0,0,0,,,,,,,
653,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,lecithinolyticum,Named,Oral,0,ATCC 700332 | OMZ 684,AF023040,,,,Phylum: Spirochaetes | Treponema sp. IV:17C:GF6,53418,15,114,4359,SEQF2462.1,Member of one of the 10 phylogenetic groups of oral treponemes [14]. Originally detected in subjects with periodontitis as not-yet-cultivated phylotype (Group IV) termed <EM>Treponema</EM> sp. IV:17C:GF6 [4].  Closest cultivable relative is <EM>Treponema maltophilum </EM>which also falls in Group IV.,Growth on OMIZ-Pat-w/oPC agarose [1] are off-white diffuse (~3 mm) subsurface colonies after 7 days incubation at 37<SUP>o</SUP>C.  Will not grow in chemically defined media e.g. OMIZ-W1 [1] but requires yeast extract or Neopeptone,Obligately anaerobic catalase negative helically coiled with translational motility in broth especially in media of high viscosity [1].  Will creep on solid surfaces such as agar media or glass.  Cells are Gram-negative  0.15 um by 5 um with a 1-2-1 periplasmic flagellar arrangement.N-acetylglucosamine is required for growth and D-arabinose L-fucose or D-ribose enhance growth.  Other carbohydrates do not appear to support growth. Lecithin and 1% fetal calf serum inhibits growth.  Strains are resistant to rifampicin and fosfomycin.High activities for alkaline phosphatase acid phosphatase B-galactosidase B-glucuronidase N-acetyl-B-glucosaminidase phospholipase A and phospholipase C,Detected in human subgingival plaque most often in subjects with periodontitis,Association (e.g. diseased vs control sites) in patients with adult periodontitis and rapidly progressive periodontitis [13] and endodontic lesions [2].  Strong activities of phospholipase A and phospholipase C may serve as potential virulence factors [1],
