HOMD.org Taxon Data::Site/Status Filter Applied Date: 2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMT_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Status,Body_site,Warning,Type_strain,16S_rRNA,Clone_count,Clone_%,Clone_rank,Synonyms,NCBI_taxon_id,NCBI_pubmed_count,NCBI_nucleotide_count,NCBI_protein_count,Genome_ID,General_info,Cultivability,Phenotypic_characteristics,Prevalence,Disease,References
386,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,sp._HMT_386,Unnamed,Unassigned,0,,AF538859,,,,Oral Clone P4PA_156 | Oral Strain THI-F0131 | Phylum: Firmicutes,652713,0,100,2796,SEQF1472.1,Peptoniphilus sp. Oral taxon 386 strain F0131 has been isolated from a human subject by the Moore&#039;s Laboratory in August 1978. The subject was a 54 year old American black female. The bacteria was isolated from the subgingival oral biofilm at a site with a moderate periodontitis. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577254. The strain is available at www.bei.org under the reference HM-6. This strain is part of the reference strains for the oral section of the Human Microbiome Project.,,,,,
388,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_388,Phylotype,Unassigned,0,,AF538861,,,,Oral Clone P4PA_36 | Phylum: Firmicutes,712536,0,3,0,,,,,,,
389,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,defectiva,Named,Oral,0,ATCC 49176,AY207063,,,,Phylum: Firmicutes | Streptococcus defectivus,46125,74,308,3903,SEQF1595.2 | SEQF5317.1,<EM>Abiotrophia defectiva </EM>was originally named <EM>Streptococcus defectivus </EM>[6].  Fastidious streptococci that grew as satellite colonies around other microorganisms or in complex media enriched with cysteine were originally described as nutritionally variant streptococci (NVS) by Frenkel and Hirsch [7].  Kawamura et al. recognized that <EM>S. defectivus </EM>and other NVS were not members of the genus <EM>Streptococcus </EM> and created the genus <EM>Abiotrophia</EM> [1],Requires 10 mg/l pyrixoxal hydrochloride or 100 mg/l L-cysteine for growth [1],Gram-positive cocci.  Nonmotile nonsporulating catalase negative and oxidase negative.  Facultatively anaerobic with complex growth requirements.  Grows as satellite colonies adjacent to <EM>Staphylococcus epidermidis </EM>[1].,<EM>Abiotrophia defectiva</EM> is a common member of the human oral cavity pharynx intestine and urogenital tracts.  In a study examining the normal microflora of the oral cavity it was recovered from buccal hard palate tooth surface and subgingival sites [3].,In a study of microbial risk indicators of early childhood caries <EM>Abiotrophia defectiva</EM> was significantly more abundant in caries free vs caries active subjects [4].  The organism has also been associated with bacterial endocarditis [25],
392,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_392,Phylotype,Oral,0,,AY207053,,,,Oral Clone P2PB_51 | Phylum: Fusobacteria,712364,0,5,0,,,,,,,
393,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,sp._HMT_393,Unnamed,Oral,0,,AY207059,,,,Oral Strain KCL-P4P_31 | Oral Strain KCL-W5159 | Phylum: Firmicutes,713008,0,21,3178,SEQF1857.2,,,,,,
396,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp._HMT_396,Phylotype,Oral,0,,AY207050,,,,Oral Clone P4PB_83 | Phylum: Bacteroidetes,712467,0,1,0,,,,,,,
398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis,Named,Oral,0,DSM 27088,AY005045 | AY207051,,,,Oral Clone P2PA_41 | Phylum: Firmicutes | Streptococcus dentisani,1458253,1,146,3867,SEQF1999.2 | SEQF2767.2 | SEQF6409.1 | SEQF6410.1 | SEQF6411.1 | SEQF6412.1 | SEQF6413.1 | SEQF6414.1 | SEQF6415.1 | SEQF6416.1 | SEQF6417.1 | SEQF6418.1 | SEQF6419.1 | SEQF6420.1 | SEQF6421.1 | SEQF6422.1 | SEQF6423.1 | SEQF6424.1 | SEQF6425.1 | SEQF6426.1 | SEQF6427.1 | SEQF6428.1 | SEQF6429.1 | SEQF6430.1 | SEQF6431.1 | SEQF6432.1 | SEQF6433.1 | SEQF6434.1 | SEQF6435.1 | SEQF6436.1 | SEQF6437.1 | SEQF6438.1 | SEQF6439.2 | SEQF6440.1 | SEQF6441.1 | SEQF6442.1 | SEQF6443.1 | SEQF6444.1 | SEQF6445.1 | SEQF6446.1 | SEQF6447.1 | SEQF6448.1 | SEQF6449.1 | SEQF6450.1 | SEQF6451.1 | SEQF6452.1 | SEQF6453.1 | SEQF6454.1 | SEQF6455.1 | SEQF6456.1 | SEQF6457.1 | SEQF6458.1 | SEQF6459.1 | SEQF6460.1 | SEQF6461.1 | SEQF6462.1 | SEQF6463.1 | SEQF6464.1 | SEQF6465.1 | SEQF6466.1 | SEQF6467.1 | SEQF6468.1 | SEQF6469.1 | SEQF6470.1 | SEQF6471.1 | SEQF6472.1 | SEQF6473.1 | SEQF6474.1 | SEQF6475.1 | SEQF6476.1 | SEQF6477.1 | SEQF6478.1 | SEQF6479.1 | SEQF6480.1 | SEQF6481.1 | SEQF6482.1 | SEQF6483.1 | SEQF6484.1 | SEQF6485.1 | SEQF6486.1 | SEQF6487.1 | SEQF6488.1 | SEQF6489.1 | SEQF6490.1 | SEQF6491.1 | SEQF6492.1 | SEQF6493.1 | SEQF6494.1 | SEQF6495.1 | SEQF6496.1 | SEQF6497.1 | SEQF6498.1 | SEQF6499.2 | SEQF6500.1 | SEQF6501.1 | SEQF6502.1 | SEQF6503.1 | SEQF6504.1 | SEQF6505.1 | SEQF6506.1 | SEQF6507.1 | SEQF6508.1 | SEQF6509.1 | SEQF6510.1 | SEQF6511.1 | SEQF6512.2 | SEQF6513.1 | SEQF6514.1 | SEQF6515.1 | SEQF6516.1 | SEQF6517.1 | SEQF6518.1 | SEQF6519.1 | SEQF6520.1 | SEQF6521.1 | SEQF6522.1 | SEQF6523.1 | SEQF6524.1 | SEQF6525.1 | SEQF6526.1 | SEQF6527.1 | SEQF6528.1 | SEQF6529.1 | SEQF6530.1 | SEQF6531.1 | SEQF6532.1 | SEQF6533.1 | SEQF6534.1 | SEQF6535.1 | SEQF6536.1 | SEQF6537.1 | SEQF6538.1 | SEQF6539.1 | SEQF6540.1 | SEQF6541.1 | SEQF6542.1 | SEQF6543.1 | SEQF6544.1 | SEQF6545.1 | SEQF6546.1 | SEQF6547.1 | SEQF6548.1 | SEQF6549.1 | SEQF6550.1 | SEQF6551.1 | SEQF6552.1 | SEQF6553.1 | SEQF6554.1 | SEQF6555.1 | SEQF6556.1 | SEQF6557.1 | SEQF6558.1 | SEQF6559.1 | SEQF6560.1 | SEQF6561.1 | SEQF6562.1 | SEQF6563.1 | SEQF6564.1 | SEQF6565.1 | SEQF6566.1 | SEQF6567.1 | SEQF6568.1 | SEQF6569.1 | SEQF6570.1 | SEQF6571.1 | SEQF6572.1 | SEQF6573.1 | SEQF6574.1 | SEQF6575.1 | SEQF6576.1 | SEQF6577.1 | SEQF6578.1 | SEQF6579.1,2017-05-04 (TC) This species was renamed from Streptococcus dentisani to Streptococcus oralis subsp. dentisani based on the published proposal by Jensen et. al. (2016). <a href='http://ijs.microbiologyresearch.org.ezp-prod1.hul.harvard.edu/content/journal/ijsem/10.1099/ijsem.0.001433'>http://ijs.microbiologyresearch.org.ezp-prod1.hul.harvard.edu/content/journal/ijsem/10.1099/ijsem.0.001433</a>,,,,,
402,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales_[F-1],Clostridiales_[F-1][G-2],bacterium_HMT_402,Phylotype,Unassigned,0,,AY207065,,,,Oral Clone P4PA_66 | Phylum: Firmicutes,186802,0,0,0,,,,,,,
406,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,sp._HMT_406,Phylotype,Unassigned,0,,AY005032,,,,Oral Clone AK168 | Phylum: Proteobacteria,48736,0,0,0,,,,,,,
407,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia,bacterium_HMT_407,Phylotype,Unassigned,0,,AY278612,,,,Oral Clone C5AKM003 | Phylum: Actinobacteria,240233,0,0,0,,,,,,,
408,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,sp._HMT_408,Phylotype,Unassigned,0,,AY278636,,,,Oral Clone C4AKM094 | Phylum: Proteobacteria,712104,0,2,0,,,,,,,
411,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,Named,Oral,0,,AY278629 | AY278634 | AY278635 | EF399017,,,,Oral Clone C2MKM006 | Oral Clone C4MKM110 | Oral Clone C5AKM109 | Phylum: Firmicutes | Streptococcus parasanguinis | Streptococcus parasanguis,1318,0,0,0,SEQF1702.1,,,,,,
412,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,sp._HMT_412,Unnamed,Oral,0,,AY278613,,,,Oral Clone C2MKM106 | Phylum: Bacteroidetes,712218,0,133,4096,SEQF1909.1,,,,,,
414,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,sp._HMT_414,Unnamed,Oral,0,,AY278610,,,,Oral Clone C3ALM064 | Phylum: Actinobacteria,712122,0,7,0,SEQF2745.1,,,,,,
416,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Fannyhessea,sp._HMT_416,Unnamed,Unassigned,0,,AY278623,,,,Oral Clone C3MLM018 | Phylum: Actinobacteria,712157,0,101,0,SEQF3706.1,,,,,,
417,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_417,Unnamed,Oral,0,,AY278621,,,,Oral Clone C3MKM102 | Phylum: Fusobacteria,712365,0,8,0,SEQF3178.1,,,,,,
418,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,parafarraginis,Named,Unassigned,0,,AY278619,,,,Oral Strain KCL-C4M_55 | Oral Strain KCL-W6353 | Phylum: Firmicutes,390842,6,559,6334,SEQF10105.1 | SEQF10106.1 | SEQF1862.1,,,,,,
419,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,longum,Named,Oral,0,DSM 24645,AY278618 | HM120209,,,,Moryella sp. HOT-419 | Oral Clone C4ALM087 | Phylum: Firmicutes,796942,1,30,4111,SEQF2481.1,Taxa in this cluster had been provisionally been placed in the genus Moryella because of their proximity to Moryella indoligenes.  However Epstein  has named HOT-419 Stomatobaculum longum and so this oral clade we will now place in the genus Stomatobaculum.,,,,,
420,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,Named,Oral,0,,AY278616 | AY278617 | X55404,,,,Oral Clone C4AKM033 | Oral Clone C4AKM080 | Phylum: Fusobacteria,76859,2,2289,20854,SEQF1883.1 | SEQF2065.1 | SEQF2530.2 | SEQF2531.1 | SEQF2539.1 | SEQF2815.1 | SEQF2816.1 | SEQF2817.2 | SEQF2959.1 | SEQF2973.1,<STRONG>Note:</STRONG> The taxonomy and phylogeny of the <EM>Fusobacterium nucleatum </EM>subspecies and related <EM>Fusobacterium periodontium</EM> and <EM>Fusobacterium naviforme</EM> is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid <EM>Fusobacterium nucleatum </EM>subspecies.,,,,,
422,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,normanense,Phylotype,Unassigned,0,,AY278614,,,,Oral Clone C4MKM119 | Phylum: Bacteroidetes,237258,0,14,0,SEQF5323.1 | SEQF5324.1 | SEQF5325.1 | SEQF5326.1,,,,,,
423,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp._HMT_423,Lost,Oral,0,,AY278630,,,,Oral Clone C2MKM128 | Phylum: Firmicutes,712632,0,1,0,,,,,,,
424,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,kisonensis,Named,Unassigned,0,,AY278620,,,,Oral Strain KCL-C4M_47 | Oral Strain KCL-W6466 | Phylum: Firmicutes,481722,1,469,6627,SEQF1861.1,,,,,,
431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,Named,Oral,0,,AY278633,,,,Oral Clone C4AKM023 | Phylum: Firmicutes,68892,0,140,0,SEQF2786.1,,,,,,
435,Bacteria,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae_[VIII],Syntrophomonadaceae_[VIII][G-1],bacterium_HMT_435,Phylotype,Unassigned,0,,AY341821,,,,Oral Clone P4PB_66 | Phylum: Firmicutes,68298,0,0,0,,,,,,,
436,Bacteria,Bacteroidetes,Bacteroidetes_[C-1],Bacteroidetes_[O-1],Bacteroidetes_[F-1],Bacteroidetes_[G-3],bacterium_HMT_436,Phylotype,Unassigned,0,,AY341819,,,,Oral Clone P4PB_06 | Phylum: Bacteroidetes,200643,0,0,0,,,,,,,
439,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineae_[G-1],bacterium_HMT_439,Unnamed,Oral,0,,AY331414,,,,Oral Clone P2PB_23 | Phylum: Chloroflexi,292628,0,0,0,SEQF2641.1 | SEQF2921.1,,,,,,
442,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_442,Phylotype,Oral,0,,AY341820,,,,Oral Clone P4PA_145 | Phylum: Firmicutes,712537,0,6,0,,,,,,,
443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp._HMT_443,Phylotype,Oral,0,,AY331415,,,,Oral Clone P4PB_24 | Phylum: Bacteroidetes,712468,0,1,0,,,,,,,
448,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,sp._HMT_448,Unnamed,Oral,0,,AY349365,,,,Oral Clone IP073 | Phylum: Actinobacteria,712124,0,203,5029,SEQF1701.1,,,,,,
451,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Catonella,sp._HMT_451,Phylotype,Oral,0,,AY349369,,,,Oral Clone FL037 | Phylum: Firmicutes,712234,0,4,0,,,,,,,
455,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,sp._HMT_455,Phylotype,Oral,0,,AY349374,,,,Oral Clone GI038 | Phylum: Firmicutes,830,0,0,0,,,,,,,
457,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,sinus,Named,Oral,0,,AF481222 | AY349377,,,,Oral Clone JN088 | Phylum: Firmicutes,237576,2,395,5261,SEQF1607.1 | SEQF7736.1,,,,,,
458,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp._HMT_458,Unnamed,Oral,0,,AY349380,,,,Oral Clone JM053 | Phylum: Proteobacteria,712148,0,214,4144,SEQF2445.1,,,,,,
459,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,sp._HMT_459,Phylotype,Oral,0,,AY349381,,,,Oral Clone ID059 | Phylum: Proteobacteria,712320,0,1,0,,,,,,,
461,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,ultunensis,Named,Unassigned,0,CCUG 48460,AY349383,,,,Oral Clone HT070 | Phylum: Firmicutes,227945,0,102,0,SEQF2852.1 | SEQF7327.1 | SEQF7328.1 | SEQF7329.1,,,,,,
463,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_463,Phylotype,Oral,0,,AY349385,,,,Oral Clone GT020 | Phylum: Fusobacteria,712367,0,9,0,,,,,,,
465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,zoogleoformans,Named,Unassigned,0,,L16488,,,,Bacterium zoogleiformans | Capsularis zoogleiformans | Phylum: Bacteroidetes,28119,2,5,1,SEQF3051.1 | SEQF3717.1,,,,,,
466,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,tannerae,Named,Oral,0,,AJ005634,,,,Oral Strain TFI-F0032 | Phylum: Bacteroidetes | Prevotella tanneriae,76122,1,124,5591,SEQF1597.1 | SEQF7700.1 | SEQF7701.1 | SEQF7702.1 | SEQF7703.1,,,,,,
467,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-1],[Eubacterium]_sulci,Named,Oral,0,,AJ006963,,,,Fusobacterium sulci | Phylum: Firmicutes,186804,0,0,0,SEQF2744.1,,,,,,
468,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,Named,Unassigned,0,,AB018486,,,,Bacillus globigii | Bacillus natto | Bacillus uniflagellatus | Phylum: Firmicutes | Vibrio subtilis,1423,29183,22367,255090,SEQF1173.1 | SEQF2039.2 | SEQF2289.1 | SEQF2290.1 | SEQF2291.1 | SEQF2293.1 | SEQF2324.2 | SEQF5036.1 | SEQF5037.1 | SEQF5038.1 | SEQF5039.1 | SEQF5040.1 | SEQF5041.2 | SEQF5042.1 | SEQF5043.1 | SEQF5044.1 | SEQF5045.1 | SEQF5046.1 | SEQF5047.1 | SEQF5048.1 | SEQF5049.1 | SEQF5050.1 | SEQF5051.1 | SEQF5052.1 | SEQF5053.1 | SEQF5054.1 | SEQF5055.1 | SEQF5056.1 | SEQF5057.2 | SEQF5058.1 | SEQF5059.1 | SEQF5060.1 | SEQF5061.1 | SEQF5062.1 | SEQF5063.1 | SEQF5064.1 | SEQF5065.1 | SEQF5066.1 | SEQF5067.1 | SEQF5068.1 | SEQF5069.1 | SEQF5070.1 | SEQF5071.1 | SEQF5072.1 | SEQF5073.1 | SEQF5074.1 | SEQF5075.1 | SEQF5076.1 | SEQF5077.1 | SEQF5078.1 | SEQF5079.1 | SEQF5080.1 | SEQF5081.1 | SEQF5082.1,,,,,,
469,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica,Named,Oral,0,,AY349395,,,,Bacterium melaninogenicum | Bacteroides melaninogenicus | Fusiformis nigrescens | Hemophilus melaninogenicus | Phylum: Bacteroidetes | Ristella melaninogenica,28132,546,458,11522,SEQF1142.1 | SEQF1800.1 | SEQF2734.1 | SEQF3687.1 | SEQF3688.1 | SEQF3689.1 | SEQF3690.1 | SEQF3691.1 | SEQF3693.1 | SEQF3694.1 | SEQF3695.1 | SEQF8909.1 | SEQF8910.1 | SEQF8911.2 | SEQF8912.1 | SEQF8913.1 | SEQF8914.1 | SEQF8915.1 | SEQF8916.1 | SEQF8917.1 | SEQF8918.1 | SEQF8919.1 | SEQF8920.1 | SEQF8921.1 | SEQF8922.1 | SEQF8923.1 | SEQF8924.1 | SEQF8925.1 | SEQF8926.1 | SEQF8927.1,,,,,,
472,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp._HMT_472,Unnamed,Oral,0,,AY349398,,,,Oral Clone GI032 | Oral Strain TFI-F0046 | Phylum: Bacteroidetes,655809,0,287,5865,SEQF1617.1,,,,,,
473,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp._HMT_473,Unnamed,Oral,0,,AY349399 | AY349402,,,,Oral Clone HF050 | Oral Clone IK062 | Oral Strain TFI-F0040 | Phylum: Bacteroidetes,1283313,0,0,0,SEQF1899.2,,,,,,
475,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp._HMT_475,Unnamed,Oral,0,,AY349401,,,,Oral Clone IK053 | Phylum: Bacteroidetes,712471,0,1,0,SEQF3683.1,,,,,,
476,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava,Named,Oral,0,,AJ239291,,,,Micrococcus subflavus | Phylum: Proteobacteria,28449,73,224,5040,SEQF1165.1 | SEQF5131.1 | SEQF5132.1 | SEQF5133.1 | SEQF5134.1 | SEQF5135.1 | SEQF5136.1 | SEQF5137.1 | SEQF5138.1 | SEQF5139.1 | SEQF5140.1 | SEQF5141.1 | SEQF5142.1 | SEQF5143.1 | SEQF5144.1 | SEQF5145.1 | SEQF5146.1 | SEQF5147.1 | SEQF5148.1 | SEQF5149.1 | SEQF5150.1,,,,,,
477,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri,Named,Unassigned,0,,AF063219,,,,Achromobacter sewerinii | Achromobacter stutzeri | Bacillus denitrificans | Bacillus nitrogenes | Bacillus stutzeri | Bacterium stutzeri | Phylum: Proteobacteria | Pseudomonas perfectimarina | Pseudomonas perfectomarina | Pseudomonas perfectomarinus | Pseudomonas stanieri,316,828,4069,139747,SEQF1303.1 | SEQF2170.1 | SEQF2171.1 | SEQF2333.2 | SEQF2382.1 | SEQF2513.1 | SEQF2521.1 | SEQF8249.1 | SEQF8250.1 | SEQF8251.1 | SEQF8252.1 | SEQF8253.1 | SEQF8254.1 | SEQF8255.1 | SEQF8256.1 | SEQF8257.1 | SEQF8258.1 | SEQF8259.1 | SEQF8260.1 | SEQF8261.2 | SEQF8262.1 | SEQF8263.1 | SEQF8264.1 | SEQF8265.1 | SEQF8266.1 | SEQF8267.1 | SEQF8268.1 | SEQF8269.1 | SEQF8270.1 | SEQF8271.1 | SEQF8272.1 | SEQF8273.1 | SEQF8274.1 | SEQF8275.1 | SEQF8276.1 | SEQF8277.1 | SEQF8278.1 | SEQF8279.1 | SEQF8280.1 | SEQF8281.1 | SEQF8282.1 | SEQF8283.1 | SEQF8284.1 | SEQF8285.1 | SEQF8286.1 | SEQF8287.1 | SEQF8288.1 | SEQF8289.1,,,,,,
478,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_478,Unnamed,Oral,0,,AY349404,,,,Oral Clone GI064 | Phylum: Firmicutes,712538,0,6,0,SEQF2752.1,,,,,,
479,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_479,Lost,Oral,0,,AY349405,,,,Oral Clone GT010 | Phylum: Firmicutes,712539,0,36,0,,,,,,,
481,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_481,Lost,Oral,0,,AY349407,,,,Oral Clone IK004 | Phylum: Firmicutes,712540,0,14,0,,,,,,,
483,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Veillonellaceae_[G-1],bacterium_HMT_483,Phylotype,Oral,0,,AY349410,,,,Oral Clone JS031 | Phylum: Firmicutes,1843491,0,0,0,,,,,,,
484,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,tonsillarum,Named,Unassigned,0,,AB034201,,,,Erysipelothrix rhusiopathiae | Phylum: Firmicutes,38402,19,27,1678,SEQF2490.1,,,,,,
485,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,tumefaciens,Named,Unassigned,0,,M11223,,,,Achromobacter radiobacter | Agrobacterium radiobacter | Alcaligenes radiobacter | Bacillus radiobacter | Bacterium radiobacter | Bacterium tumefaciens | Phylum: Proteobacteria | Phytomonas tumefaciens | Polymonas tumefaciens | Pseudomonas radiobacter | Pseudomonas tumefaciens,358,5235,7363,104544,SEQF1087.1 | SEQF1167.1 | SEQF2035.2 | SEQF2321.2 | SEQF2322.2 | SEQF2482.1 | SEQF8729.1 | SEQF8730.1 | SEQF8731.1 | SEQF8732.1 | SEQF8733.1 | SEQF8734.1 | SEQF8735.1 | SEQF8736.1 | SEQF8737.3 | SEQF8738.1 | SEQF8739.1 | SEQF8740.1 | SEQF8741.1 | SEQF8742.1 | SEQF8743.1 | SEQF8744.1 | SEQF8745.1 | SEQF8746.1 | SEQF8747.1 | SEQF8748.1 | SEQF8749.1 | SEQF8750.1 | SEQF8751.1 | SEQF8752.1 | SEQF8753.1 | SEQF8754.1 | SEQF8755.1 | SEQF8756.1 | SEQF8757.1 | SEQF8758.1 | SEQF8759.1 | SEQF8760.1 | SEQF8761.1 | SEQF8762.1 | SEQF8763.1 | SEQF8764.1 | SEQF8765.1 | SEQF8766.1 | SEQF8767.1 | SEQF8768.1 | SEQF8769.1 | SEQF8770.1 | SEQF8771.1 | SEQF8772.1 | SEQF8773.1 | SEQF8774.1 | SEQF8775.1,,,,,,
488,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],Saccharibacteria_(TM7)_[G-1],bacterium_HMT_488,Unnamed,Oral,0,,AY349415,,,,Oral Clone HD027 | Phylum: Saccharibacteria_(TM7),713059,0,0,0,SEQF3098.1 | SEQF3131.1 | SEQF3132.1 | SEQF3133.1 | SEQF3134.1 | SEQF3137.1 | SEQF3138.1 | SEQF3139.1 | SEQF3141.1 | SEQF3143.1 | SEQF3144.1 | SEQF3170.1,,,,,,
490,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,sp._HMT_490,Lost,Unassigned,0,,AY349417,,,,Oral Clone JU025 | Phylum: Spirochaetes,713469,0,3,0,,,,,,,
493,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-5],bacterium_HMT_493,Phylotype,Unassigned,0,,AY349373,,,,Oral Clone JH012 | Phylum: Firmicutes,186804,0,0,0,,,,,,,
494,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,saburreum,Named,Oral,0,JCM11021,AB525414 | AY349376,,,,Eubacterium saburreum | Oral Clone IR009 | Phylum: Firmicutes,467210,2,627,11518,SEQF2760.1 | SEQF2761.1,Recently renamed in paper '<EM>Lachnoanaerobaculum</EM> a new genus in <EM>Lachnospiraceae</EM>; characterization of <EM>Lachnoanaerobaculum</EM> <EM>umeaense</EM> gen. nov. sp. nov. isolated from human small intestine <EM>Lachnoanaerobaculum orale</EM> gen. nov. sp. nov. isolated from saliva and reclassification of <EM>Eubacterium saburreum</EM> (Prevot) Holdeman and Moore 1970 as <EM>Lachnoanaerobaculum saburreum</EM> comb. nov'. PMID: 22228654.  The genome for this strain is available as <EM>Eubacterium</EM> <EM>saburreum</EM> DSM 3986 (AEPW00000000).  The name change is not yet refledted for the genome at NCBI (11-02-2012).,,,,,
495,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-3],bacterium_HMT_495,Phylotype,Oral,0,,AY349378,,,,Oral Clone JS001 | Phylum: Firmicutes,186804,0,0,0,,,,,,,
496,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,sp._HMT_496,Phylotype,Unassigned,0,,AY349379,,,,Oral Clone JI012 | Phylum: Firmicutes,1164882,0,0,0,,,,,,,
498,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_498,Unnamed,Oral,0,,AY349387,,,,IK040 | Phylum: Fusobacteria,712368,0,15,0,SEQF2920.1,,,,,,
